ingredient_name,time_stamp,product_title,price,unit,measure,unit_price,badage_rocket,url,image
- 고추장,2024-08-01 20:06:08,"해표 순창궁 초고추장, 56kg, 13개",2165790,100,g,297,,https://www.coupang.com/vp/products/8072728579?itemId=23204005196&vendorItemId=90236558305,https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/97ce/47c7fd52b4ac21e239da1bfaf103fe165a95e4925450b0a05fe32b281856.png
- 국간장,2024-08-01 20:06:09,"삼화 맑은국간장, 13L, 1개",20600,100,ml,158,로켓배송,https://www.coupang.com/vp/products/8168621270?itemId=19150812639&vendorItemId=3019347805,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2405549961017251-f6426c73-24f4-4173-82dc-5a7fa67e66c5.jpg
- 깨,2024-08-01 20:06:11,"23년 수입 참깨 2kg(1kgx2) 생참깨 생깨 통깨, 23년 수입 생 흑임자 700g / 소용량 검은깨, 2개, 1kg",16700,100,g,835,,https://www.coupang.com/vp/products/8070478833?itemId=22714607086&vendorItemId=90795409400,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/a242/a4d34fdfc70918759453e0963bd2b3367e4a4df0d64df541f69d7b599926.jpg
- 다진마늘,2024-08-01 20:06:12,"농우 간편 뚝딱 다진마늘 (냉동), 1kg, 10팩",34750,10,g,35,로켓배송,https://www.coupang.com/vp/products/6012228407?itemId=19225414884&vendorItemId=86342063454,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/d09d7be3-ca4c-414f-bca0-9f05c16dfabf5132958662430446121.png
- 당근,2024-08-01 20:06:13,"당근 햇당근 제주 구좌당근 2kg 3kg 5kg, 혼합(3kg), 1개, 못난이당근(쥬스용)",9190,100,g,306,,https://www.coupang.com/vp/products/7729106938?itemId=20764702181&vendorItemId=84168043037,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/8102/3a4b71f2b6e8ae9163728e80eebfa178adfe3310d0b1678985e0c8fabe73.jpg
- 대파,2024-08-01 20:06:14,"흙대파, 1kg, 1개",3500,100,g,350,로켓배송,https://www.coupang.com/vp/products/6528172171?itemId=5911958170&vendorItemId=73210037048,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/4063320789843989-2f070b18-3886-4b8c-871b-2403227cfec9.jpg
- 들기름,2024-08-01 20:06:15,"해표 참진한 들기름, 3.2L, 12개",1385820,10,ml,361,,https://www.coupang.com/vp/products/14048?itemId=23230142584&vendorItemId=90262608322,https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/d68c/1848063e1fa229af0a142a9dedd635c1a67e4992cfdbdbc1cb7083a1a5fb.png
- 떡볶이 떡,2024-08-01 20:06:17,"곰곰 쌀떡볶이떡, 1kg, 1개",2470,100,g,247,로켓배송,https://www.coupang.com/vp/products/1548173516?itemId=2650025169&vendorItemId=70640893745,https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/12570459420540178-985b6697-7e74-4900-94e8-c6a601fc4843.jpg
- 라면,2024-08-01 20:06:18,"오뚜기 쇠고기라면 업소용 120g, 60개",28480,1,개,475,로켓배송,https://www.coupang.com/vp/products/401829?itemId=18626436767&vendorItemId=85761814016,https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/ab916f64-c873-44f0-aaee-5d9e6c50b7357406998027201237795.png
- 라면스프,2024-08-01 20:06:19,"오뚜기 오쉐프 진한라면 스프, 855g, 390개",4822800,100,g,1446,,https://www.coupang.com/vp/products/17374513?itemId=23221658027&vendorItemId=90254157657,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/2e4e/a768cb07f64575989526fc1f602585a8150142ac09e18dd72ccf1aaa3bab.png
- 마늘,2024-08-01 20:06:20,"국내산 다진마늘 용기 900g, 1통",13090,10,g,145,로켓배송,https://www.coupang.com/vp/products/6734426193?itemId=15700931534&vendorItemId=82915465143,https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2358242725049292-e77dad08-cecd-411a-9fe0-3595d7be0cc0.jpg
- 마른 새우,2024-08-01 20:06:21,"해맑은푸드 두절새우 실속형 (냉동), 300g, 1개",11900,10,g,397,로켓배송,https://www.coupang.com/vp/products/7246297554?itemId=18422480253&vendorItemId=85564358393,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2023/04/04/18/7/8558f0f8-8726-4f5f-8a9c-8b40b43194ca.jpg
- 맛술,2024-08-01 20:06:22,"오뚜기 미향, 18L, 1개",27410,10,ml,15,로켓배송,https://www.coupang.com/vp/products/739286?itemId=927892383&vendorItemId=70181061340,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2020/01/21/16/6/64ae3171-7692-4e02-be8b-7bf64d30f881.jpg
- 물,2024-08-01 20:06:24,"탐사수 무라벨, 2L, 30개",15290,100,ml,25,로켓배송,https://www.coupang.com/vp/products/5625704601?itemId=13430253618&vendorItemId=80771756696,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/0726_beverages_69k_downsize_by2_m3k_b4/002b/c32d4ecff5a464846dcd208768d61d1f4c3be0af2eb13c84b4aea60f2a7c.jpg
- 물엿,2024-08-01 20:06:25,"오뚜기 옛날 물엿, 19.6kg, 7개",607100,100,g,442,,https://www.coupang.com/vp/products/35151?itemId=23191728078&vendorItemId=90224393380,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/e95c/242a145de8850f007a50e2dcb1793b77ec5dc151e4dbfcf78f7c02e7b4d6.png
- 물엿 또는 꿀,2024-08-01 20:06:26,"곰곰 물엿, 2.45kg, 1개",6190,100,g,253,로켓배송,https://www.coupang.com/vp/products/7511168002?itemId=19680844973&vendorItemId=86786217870,https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/13381707216464-06712bba-829d-46c8-9f3a-ae2fbf4dbbb7.jpg
- 미역줄기,2024-08-01 20:06:27,"주일 염장 미역줄기, 1개, 10kg",19800,10,g,20,로켓배송,https://www.coupang.com/vp/products/7478534175?itemId=19529378468&vendorItemId=86637857385,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/rs_quotation_api/4n8mgbg4/54720392efa640759c40e1f8cb8297a1.jpg
- 설탕,2024-08-01 20:06:28,"큐원 하얀 설탕, 1개, 3kg",6000,100,g,200,로켓배송,https://www.coupang.com/vp/products/8135358184?itemId=23108654231&vendorItemId=90141917183,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/549528724808119-0782c7dc-2513-4897-98c0-8e9dccc08cff.jpg
- 소주,2024-08-01 20:06:30,"에라토 강화 소주잔, 4개입",6600,1,개,1650,로켓배송,https://www.coupang.com/vp/products/48890857?itemId=173018900&vendorItemId=3414858080,https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/1088430403378132-cc9586e8-5de7-47e1-a562-7ab55bfe2320.jpg
- 식용유,2024-08-01 20:06:31,"[KT알파쇼핑][사조대림] 해표 콩기름 500ml X 15병 /식용유/오일/기름/튀김, 15개",37300,100,ml,497,,https://www.coupang.com/vp/products/487322?itemId=23392805439&vendorItemId=83358130220,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/79d7/9a90824db751a1d7d815361b59122da341124bb72bdea301e4d35f8347b4.jpg
- 양배추,2024-08-01 20:06:32,"데일리원 참 착한 양배추 정, 300정, 4개",428350,1,정,357,,https://www.coupang.com/vp/products/7771966871?itemId=23688988834&vendorItemId=90714140352,https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/7874/327e48f2a801f0f0c2219e737b7847c06ed942ec4eebd1bf2e48deffab8f.png
- 양조간장,2024-08-01 20:06:33,"샘표 양조간장 501, 11L, 1개",106200,100,ml,965,,https://www.coupang.com/vp/products/6091708833?itemId=23305763248&vendorItemId=90337781296,https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/eb89/34ee6c6390c3133644a44dcf431c8959c850a3e43f3d2ec5ed89e0faaa44.png
- 양파,2024-08-01 20:06:34,"[국내산 양파] 햇양파 무안양파 5kg 10kg 20kg 신선도보장, 대중소 혼합 x 15kg, 1개",17900,100,g,119,,https://www.coupang.com/vp/products/8213772772?itemId=23585402188&vendorItemId=90611284556,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/3bfc/e93a36fcaf645d34bec26c510217630c6075780fae51cc875147a501d9f8.jpg
- 어묵,2024-08-01 20:06:35,"대림선 부산 어묵 마당놀이2 20장, 1000g, 1개",5660,10,g,57,로켓배송,https://www.coupang.com/vp/products/305534661?itemId=962884565&vendorItemId=5365567200,https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2019/09/20/13/1/3d46565f-2ffd-4cf5-b2cf-71095198f044.jpg
- 염장미역줄기,2024-08-01 20:06:36,"주일상사 염장미역줄기, 2박스, 5kg",23080,10,g,23,로켓배송,https://www.coupang.com/vp/products/7442078498?itemId=19598481140&vendorItemId=86705682878,https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/d52047a8-3f91-4814-ad37-9c584fc26ca21772696063335407740.png
- 참기름,2024-08-01 20:06:38,"오뚜기 옛날 참기름 450ml, 1개",6660,10,ml,148,로켓배송,https://www.coupang.com/vp/products/1248841451?itemId=17397516347&vendorItemId=84566975131,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/639566258658461-2ba703d9-9542-4193-81b6-9cd727ec1b99.jpg
- 참치액,2024-08-01 20:06:39,"사조 프리미엄 참치액, 550ml, 1개",6680,10,ml,121,로켓배송,https://www.coupang.com/vp/products/5238673635?itemId=7393453631&vendorItemId=74684496019,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/1920038146004332-b57b0f79-45d1-4511-8a90-1f02c7ac4017.jpg
- 청양고추,2024-08-01 20:06:40,"+냉동 청양고추슬라이스 1kg x10봉box, 10개",35930,100,g,359,,https://www.coupang.com/vp/products/7290157681?itemId=18630968643&vendorItemId=89564384469,https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/bf37/d18e199048787fae7d8216d3af054c14ec18b0aa197ab60bf7e64d6c6909.jpg
- 청주,2024-08-01 20:06:41,"청정원 맛술, 1개, 830ml",3580,10,ml,43,로켓배송,https://www.coupang.com/vp/products/7835682215?itemId=23350346346&vendorItemId=3037177116,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/3749756783656424-8e130b6e-4cbb-47c3-ad3a-cb88255c43de.jpg
- 통깨,2024-08-01 20:06:42,"오리지널그레인 볶은 통참깨, 2kg, 1개",17980,100,g,899,로켓배송,https://www.coupang.com/vp/products/7574514650?itemId=17716327048&vendorItemId=84881175299,https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/766316930514427-fac38c83-125d-4d65-b995-c48d45e9ee71.jpg
- 홍고추,2024-08-01 20:06:43,"국내산 유기농 홍고추 [직접재배 : 선물농장], 1박스, 10kg",40800,100,g,408,,https://www.coupang.com/vp/products/8215759071?itemId=23597615135&vendorItemId=90623439522,https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/af3d/2d28c04cab522c41d2ee0f73238820ced8000d966079d47215c909a8be4a.jpg
- 후추,2024-08-01 20:06:44,"오뚜기 순후추, 240g, 14개",165240,10,g,492,,https://www.coupang.com/vp/products/8202962306?itemId=12540374946&vendorItemId=83232112736,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/8f38/0e6ce6b94d16dd6f3c7f52a7e2da8c0b7864697a527f0003ff5d0ffa8eaf.PNG
ㄷㄲ가루,2024-08-01 20:06:45,"곰표 튀김가루, 1kg, 20개",38750,100,g,194,로켓배송,https://www.coupang.com/vp/products/6640593253?itemId=19863545706&vendorItemId=85322054727,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/1052479061858361-04f0dbdf-4dfa-4a83-9b20-5891c53b4968.png
가문어,2024-08-01 20:06:46,"해맑은푸드 동전오족 (냉동), 1kg, 2개",36800,10,g,184,로켓배송,https://www.coupang.com/vp/products/252948457?itemId=19225475350&vendorItemId=86342122534,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/671444474998949-eade53fc-be75-4f26-a5fe-223665be3371.jpg
간 돼지고기,2024-08-01 20:06:48,"돈마루한돈 뒷다리 다짐육 (냉장), 1kg, 1개",9900,100,g,990,로켓배송,https://www.coupang.com/vp/products/227332548?itemId=9414393485&vendorItemId=76699370605,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/3281478384949243-ecdefcde-60dc-4861-bfa4-1574a493e271.jpg
간 마늘,2024-08-01 20:06:49,"곰곰 냉동 다진마늘, 1kg, 1개",11280,10,g,113,로켓배송,https://www.coupang.com/vp/products/6485066942?itemId=14211959788&vendorItemId=81457412421,https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/605092107039372-a6eefdcf-5496-41de-a538-db82276375ab.png
간깨,2024-08-01 20:06:50,"오리지널그레인 볶은 통참깨, 1kg, 1개",9980,100,g,998,로켓배송,https://www.coupang.com/vp/products/7574514650?itemId=17716327051&vendorItemId=84881175306,https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/766317729517058-fe739553-34fd-4303-bf7d-64d0bc0450ae.jpg
간마늘,2024-08-01 20:06:51,"곰곰 냉동 다진마늘, 1kg, 1개",11280,10,g,113,로켓배송,https://www.coupang.com/vp/products/6485066942?itemId=14211959788&vendorItemId=81457412421,https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/605092107039372-a6eefdcf-5496-41de-a538-db82276375ab.png
간장,2024-08-01 20:06:52,"[오뚜기] 간장 양조간장, 15L, 1개",39720,100,ml,265,로켓배송,https://www.coupang.com/vp/products/5361472?itemId=1053485&vendorItemId=3001001264,https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/product/image/vendoritem/2017/02/03/3001001264/66e8e368-6f3b-4ec1-95a0-b15d88d59402.JPG
감자전분,2024-08-01 20:06:53,"곰곰 감자전분, 1kg, 1개",4390,100,g,439,로켓배송,https://www.coupang.com/vp/products/7522733692?itemId=19733882650&vendorItemId=86837741791,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/1852597268171107-c6ccc49f-9e60-40bc-8555-646c8c49e8b2.jpg
건더기스프,2024-08-01 20:06:54,"오뚜기 우동 건더기 스프, 250g, 5개",23850,100,g,1908,로켓배송,https://www.coupang.com/vp/products/6221077009?itemId=17905189386&vendorItemId=85067938611,https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/795222973968164-3bda5ffd-2e77-4b18-b4fc-b216fab54964.jpg
건새우,2024-08-01 20:06:56,"신건호멸치 서해안 상품 햇 건새우 볶음/안주/국물용 (냉동), 1kg, 1박스",21900,10,g,219,로켓배송,https://www.coupang.com/vp/products/7335911421?itemId=3694519401&vendorItemId=71679826633,https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/172432772580495-9ebc55c6-4a40-4c7a-a50f-2cbb1cb3b228.jpg
계란,2024-08-01 20:06:57,"조인 특란, 30구, 1개",7190,1,구,240,로켓배송,https://www.coupang.com/vp/products/7133258423?itemId=17891950946&vendorItemId=85054858666,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/3280898571928064-7e1522dd-a310-47df-982c-a732808b4611.jpg
고운 고춧가루,2024-08-01 20:06:58,"화미 고춧가루 미분용, 2.5kg, 1개",24000,100,g,960,로켓배송,https://www.coupang.com/vp/products/1295382700?itemId=2307634996&vendorItemId=70304472937,https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/602898626509561-ba93000f-f3fb-4370-bf63-acf22f286222.jpg
고운고추가루,2024-08-01 20:06:59,"화미 고춧가루 미분용, 2.5kg, 1개",24000,100,g,960,로켓배송,https://www.coupang.com/vp/products/1295382700?itemId=2307634996&vendorItemId=70304472937,https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/602898626509561-ba93000f-f3fb-4370-bf63-acf22f286222.jpg
고운고춧가루,2024-08-01 20:07:01,"고추연구소 고운 고춧가루, 1kg, 1개",12310,100,g,1231,로켓배송,https://www.coupang.com/vp/products/7186018382?itemId=18133090219&vendorItemId=75251184855,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/4456641877392473-1d580f02-378e-4f3b-9fae-8a1362e4661f.jpg
고추가루,2024-08-01 20:07:02,"화미 고춧가루 김치용, 2.5kg, 2개",47000,100,g,940,로켓배송,https://www.coupang.com/vp/products/1295383828?itemId=18595395425&vendorItemId=85731555076,https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/5d09926d-e09b-4a22-ae42-be174e7f58463745549208769097908.png
고추기름,2024-08-01 20:07:03,"해표 요리백미 고추맛기름, 1.8L, 2개",17170,100,ml,477,,https://www.coupang.com/vp/products/72470?itemId=519037897&vendorItemId=86139024674,https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/7c97/b03668aa13f23fcba9f44e1ca8dbc2e7f26847720e8e50d3f823bc4ef023.png
고추장,2024-08-01 20:07:04,"해표 순창궁 태양초 고추장, 3kg, 1개",8700,100,g,290,로켓배송,https://www.coupang.com/vp/products/8180142761?itemId=20863867994&vendorItemId=85813327066,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/1249392455965700-301589c8-a844-4f3a-9903-a99bba9032a8.jpg
고춧가루,2024-08-01 20:07:06,"화미 고춧가루 김치용, 2.5kg, 1개",23500,100,g,940,로켓배송,https://www.coupang.com/vp/products/1295383828?itemId=2307636719&vendorItemId=70304472683,https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/602686241858100-c4f6be33-28f7-47d4-a2d3-8b814411586e.jpg
국간장,2024-08-01 20:07:07,"샘표 국간장, 14L, 1개",20590,100,ml,147,로켓배송,https://www.coupang.com/vp/products/8202532818?itemId=18204402896&vendorItemId=3039900851,https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/52097890568647-6c24cae7-dc7c-4530-bbb6-b001e40a2143.png
굴 소스,2024-08-01 20:07:08,"이금기 팬더 굴소스 파우치, 2kg, 6개",54600,100,g,455,로켓배송,https://www.coupang.com/vp/products/8180068924?itemId=21111101316&vendorItemId=85464801346,https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/5f26bb25-d6f5-4caa-95e5-2303bc3d0c35167290093199916655.png
굴소스,2024-08-01 20:07:09,"해천 굴소스, 725g, 1개",3040,100,g,419,로켓배송,https://www.coupang.com/vp/products/6171246423?itemId=12047654031&vendorItemId=4120199709,https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/184599659726398-d497e3ba-6c18-4581-bac1-4d479c6250f2.png
굵은고춧가루,2024-08-01 20:07:10,"화미 고춧가루 김치용, 2.5kg, 1개",23500,100,g,940,로켓배송,https://www.coupang.com/vp/products/1295383828?itemId=2307636719&vendorItemId=70304472683,https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/602686241858100-c4f6be33-28f7-47d4-a2d3-8b814411586e.jpg
김치,2024-08-01 20:07:11,"인우 더맛나 썰은 배추김치, 1.1kg, 1개",5200,100,g,473,로켓배송,https://www.coupang.com/vp/products/7872371861?itemId=21508803719&vendorItemId=88562320954,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/rs_quotation_api/n0n88mgd/2b2da17ee8e34742824e21d52d766a32.jpg
깐마늘,2024-08-01 20:07:12,"곰곰 국내산 깐마늘, 1kg, 3개",23840,100,g,795,로켓배송,https://www.coupang.com/vp/products/6610618007?itemId=19223676317&vendorItemId=86340362038,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/5295871842560553-a867b9cf-a971-4ea6-9c60-9c3db34a021d.jpg
깨,2024-08-01 20:07:14,"오리지널그레인 볶은 통참깨, 1kg, 1개",9980,100,g,998,로켓배송,https://www.coupang.com/vp/products/7320270068?itemId=18773516175&vendorItemId=85905077930,https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/766317729517058-fe739553-34fd-4303-bf7d-64d0bc0450ae.jpg
깨소금,2024-08-01 20:07:15,"곰곰 고소한 참깨 100% 깨소금, 250g, 1개",4980,100,g,1992,로켓배송,https://www.coupang.com/vp/products/8075188604?itemId=22745852616&vendorItemId=89781075207,https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/636066498927380-26c15cc5-2007-4844-ae9b-f18138ba1565.jpg
깻가루,2024-08-01 20:07:16,"깻잎가루 깻잎분말, 300g, 1개",13900,10,g,463,,https://www.coupang.com/vp/products/7403408612?itemId=19166851979&vendorItemId=5003445762,https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/f70c/bef01c603de7b519b8b9eca30c1c606c1707c497c0aef68729a9d42c0501.jpg
깻잎,2024-08-01 20:07:17,"[팩] 밀양 깻잎, 100g, 1팩",2590,100,g,2590,로켓배송,https://www.coupang.com/vp/products/6121918362?itemId=11610043264&vendorItemId=78884735483,https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/7086127392321268-b1033b40-6ef8-4b4a-b84c-c5305d1d16bb.jpg
꽃소금,2024-08-01 20:07:18,"[2시이전주문/당일출고]고고좋소 하얀꽃소금 깨끗한 고운소금 식당용 업소용 가정용 대용량 재제소금 재제염 요리용 15KG [국내생산], 1개",18000,100,g,120,,https://www.coupang.com/vp/products/8251611691?itemId=23757204695&vendorItemId=90781656645,https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/b41b/c3166d9fe6bef39b8ae0ad3fbce9bc1e883b233996c18029a3cd7632741e.jpg
꽈리고추,2024-08-01 20:07:20,"클릭마켓 국내산 꽈리고추 특품 1kg 2kg, 1개",12830,100,g,1283,,https://www.coupang.com/vp/products/7193324145?itemId=18166897873&vendorItemId=85316458160,https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/1880/8a9d9d5994f40f1f5410ff86967e624353fd8fd83b00a27846ea17ecda64.jpg
꿀,2024-08-01 20:07:21,"산내들농원 사양벌꿀, 2kg, 1개",21000,100,g,1050,로켓배송,https://www.coupang.com/vp/products/8243951010?itemId=19144250489&vendorItemId=3007997046,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/29781463100348-47887a9a-0b11-4d64-9f08-5a52d0d92369.jpg
꿀(올리고당),2024-08-01 20:07:22,"오뚜기 올리고당, 5kg, 3개",29460,100,g,196,로켓배송,https://www.coupang.com/vp/products/592825?itemId=12346402311&vendorItemId=84606305062,https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/7396239517444869-f3787541-82b4-427d-a4e2-ef4495036f67.jpg
노란 피망,2024-08-01 20:07:23,"백광농장 국내산 반홍피망(상) 5kg, 1개",29900,100,g,598,,https://www.coupang.com/vp/products/7865995090?itemId=21475876695&vendorItemId=88530124889,https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/807e/da409e10bfa55656730084508603946266249ac4504fcb55a2c0f00ad7fe.jpg
녹색 피망,2024-08-01 20:07:24,"마당발 냉동 청피망 (냉동), 1kg, 6봉",17350,100,g,289,로켓배송,https://www.coupang.com/vp/products/1729849623?itemId=19282572949&vendorItemId=86397526905,https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/f7314c3d-5384-4ddc-a07b-257bb87093dd8298487779112934013.png
느타리버섯,2024-08-01 20:07:25,"산지직송 친환경 무농약 GAP 느타리버섯 2KG 대용량 흑타리버섯, 1개",8800,100,g,440,,https://www.coupang.com/vp/products/7290002569?itemId=18630296414&vendorItemId=85318549847,https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/e1a3/45be46f93fd48ae6a6bcf1e5278de47e54c4d9976d7b855618c480e8f18e.png
느타리버섯(참타리버섯),2024-08-01 20:07:27,"국내산 느타리버섯, 2KG, 2개",19920,100,g,498,로켓배송,https://www.coupang.com/vp/products/5932524777?itemId=19224125894&vendorItemId=86340802615,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/d60e58b6-63d8-4b16-b23b-3ab8900881771506083327259402491.png
다시다,2024-08-01 20:07:28,"샘표 쇠고기맛이진한다시, 2kg, 2개",17500,10,g,44,로켓배송,https://www.coupang.com/vp/products/3630414?itemId=19721294999&vendorItemId=85193109076,https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/1372093203979881-fbd75ca2-b3f3-42dc-b6b5-4de59c6f7a27.jpg
다시마,2024-08-01 20:07:29,"주일 무결점 해풍맞은 완도다시마, 250g, 1개",6970,10,g,279,로켓배송,https://www.coupang.com/vp/products/322022462?itemId=16186261086&vendorItemId=83381497489,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2022/10/04/17/2/cd865395-6bcd-4c54-9a6e-bf1200530eac.jpg
다진 마늘,2024-08-01 20:07:30,"곰곰 냉동 다진마늘, 1kg, 1개",11280,10,g,113,로켓배송,https://www.coupang.com/vp/products/6485066942?itemId=14211959788&vendorItemId=81457412421,https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/605092107039372-a6eefdcf-5496-41de-a538-db82276375ab.png
다진 양파,2024-08-01 20:07:31,"다진양파 국내산 10kg(5kg x 2개), 2개",28800,100,g,144,,https://www.coupang.com/vp/products/7804655079?itemId=21146772648&vendorItemId=81634351715,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/df40/889243db03497c084012e160a1f758ee1fce02634d811e0ae2ce5c5a5949.jpg
다진 파,2024-08-01 20:07:32,"농우 냉동 대파, 1kg, 5팩",13400,100,g,268,로켓배송,https://www.coupang.com/vp/products/6062657742?itemId=11155591609&vendorItemId=78433887470,https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2021/08/26/18/4/82bf79e4-6293-4d56-aee9-b0c5257ed4ae.jpg
다진고기,2024-08-01 20:07:34,"국제식품 국내산 돈후지 다짐육 (냉동), 1kg, 3개",22400,100,g,747,로켓배송,https://www.coupang.com/vp/products/5386919578?itemId=8021228309&vendorItemId=75309943694,https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2021/04/16/1/4/62db291f-74ec-40a7-9cff-d02c32f7dd81.jpg
다진고추,2024-08-01 20:07:35,"곰곰 냉동 청양고추, 500g, 1개",6890,100,g,1378,로켓배송,https://www.coupang.com/vp/products/6097731697?itemId=11406371607&vendorItemId=78682324950,https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/7030340116853210-5cce2da8-d902-453c-9cac-eef7401d1fb0.jpg
다진돼지고기,2024-08-01 20:07:36,"돈마루한돈 뒷다리 다짐육 (냉장), 1kg, 1개",9900,100,g,990,로켓배송,https://www.coupang.com/vp/products/227332548?itemId=9414393485&vendorItemId=76699370605,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/3281478384949243-ecdefcde-60dc-4861-bfa4-1574a493e271.jpg
