ingredient_name,rank,time_stamp,product_title,origial_price,price,unit,measure,unit_price,gram_price,discount_rate,badage_rocket,review_count,url,image
건더기스프,10,2024-07-29 16:16:19,"오뚜기 우동 건더기 스프, 250g, 6개",,28380,100,g,1892,18.92,,로켓배송,18580,https://www.coupang.com/vp/products/6221077009?itemId=18170767427&vendorItemId=85320151153,https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/d14c/6e94d788c276b82c03b733c97446b9997634c360589912306171e89d29b9.jpg
건새우,1,2024-07-29 16:16:20,"대용량 두절새우 1kg 볶음/조림용 건새우 / 수염새우 마른새우 반찬, 두절새우 소 1kg, 1개",24900,17900,10,g,179,17.9,28%,,45,https://www.coupang.com/vp/products/8068071343?itemId=22698744355&vendorItemId=89734394837,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/00a4/5b54590dbaeb05a3627bf59d13ebd6d03863e4850852bf7a8ac4ee4cfd41.jpg
건새우,2,2024-07-29 16:16:20,"바다원 고소한 실속형 꽃새우 (냉동), 100g, 1개",6900,6030,10,g,603,60.3,12%,로켓배송,1274,https://www.coupang.com/vp/products/7186619323?itemId=18135798659&vendorItemId=85286390159,https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/1590717424323160-57b3f41e-1f3d-4924-ac12-a967fe58cc55.jpg
건새우,3,2024-07-29 16:16:20,"해맑은푸드 맛있는 건어물 두절새우 (냉동), 300g, 1개",,15900,10,g,530,53.0,,로켓배송,3206,https://www.coupang.com/vp/products/7567647751?itemId=5214641381&vendorItemId=72523754177,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2020/11/25/11/4/4f3a05a5-9ae5-43ae-9bb6-af208a073f9f.jpg
건새우,4,2024-07-29 16:16:20,"신건호멸치 서해안 상품 햇 건새우 볶음/안주/국물용 (냉동), 1kg, 1박스",,21900,10,g,219,21.9,,로켓배송,1681,https://www.coupang.com/vp/products/7335911421?itemId=3694519401&vendorItemId=71679826633,https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/172432772580495-9ebc55c6-4a40-4c7a-a50f-2cbb1cb3b228.jpg
건새우,5,2024-07-29 16:16:20,"해맑은푸드 두절새우 실속형 (냉동), 500g, 1개",,17900,10,g,358,35.8,,로켓배송,406,https://www.coupang.com/vp/products/7246297554?itemId=18422480255&vendorItemId=85564358404,https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2023/04/04/18/7/03786ede-5dc3-42fb-ba7c-c625b7006015.jpg
건새우,6,2024-07-29 16:16:20,"곰곰 국산 보리새우, 100g, 1개",,6950,100,g,6950,69.5,,로켓배송,2282,https://www.coupang.com/vp/products/6595752903?itemId=14901622513&vendorItemId=82140353273,https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/1118996845297318-ce6f0a23-0e97-48f0-8370-d9654ba52ecd.jpg
건새우,7,2024-07-29 16:16:20,"국내산 햇 국물새우 육수용 건새우 마른 건새우 1.5kg, 1개",29000,22900,10,g,153,15.3,21%,,23,https://www.coupang.com/vp/products/7694601501?itemId=20585174138&vendorItemId=75361008706,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/e5ef/4541b08bed7fc839b99533af7b9f148f76a791cda6a07cac07c60f6ac030.jpg
건새우,8,2024-07-29 16:16:20,"신건호멸치 국산 두절 꽃새우(상급) / 반찬 건새우 작은 두절새우, 1개, 250g",22200,19950,10,g,798,79.8,10%,,735,https://www.coupang.com/vp/products/7429329403?itemId=19292042749&vendorItemId=77663437026,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/19ce/cef48deea207174ce29f984e6ad62cec7e19eea3384774dc8933fdc703ce.jpg
건새우,9,2024-07-29 16:16:20,"대용량 보리새우 1kg 마른새우 건새우 볶음 국물용, 1개",21900,16900,10,g,169,16.9,22%,,9,https://www.coupang.com/vp/products/8096671311?itemId=22892088621&vendorItemId=89926648784,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/0f17/ce9587f2b82253306f19eb881f517cb08362e448c12a28e41b632e353d2a.jpg
건새우,10,2024-07-29 16:16:20,"해맑은푸드 두절새우 실속형 (냉동), 300g, 1개",,11900,10,g,397,39.7,,로켓배송,406,https://www.coupang.com/vp/products/7246297554?itemId=18422480253&vendorItemId=85564358393,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2023/04/04/18/7/8558f0f8-8726-4f5f-8a9c-8b40b43194ca.jpg
계란,1,2024-07-29 16:16:21,"무항생제 신선한 대란, 30구, 1개",,7980,1,구,266,,,로켓배송,167262,https://www.coupang.com/vp/products/4842938988?itemId=6261001344&vendorItemId=73556670010,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/110105750838087-30e2fb29-2d8b-4529-80ff-db7665fed6a4.jpg
계란,2,2024-07-29 16:16:21,"풀무원 무항생제 1등급 목초 대란, 15구, 1개",8480,6980,1,구,465,,17%,로켓배송,37036,https://www.coupang.com/vp/products/1160574750?itemId=2137165485&vendorItemId=70135597923,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/1279648235539064-2df43a7f-d126-437e-b132-37fe8c160194.jpg
계란,3,2024-07-29 16:16:21,"조인 무항생제 백색대란, 30구, 1개",,7990,1,구,266,,,로켓배송,43805,https://www.coupang.com/vp/products/6417848924?itemId=13792011639&vendorItemId=81042389208,https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2022/03/22/17/1/aef22e3f-e8cf-48c8-badc-e11824d4168c.jpg
계란,4,2024-07-29 16:16:21,"곰곰 무항생제 신선한 특란, 60구, 1개",,17930,1,구,299,,,로켓배송,23293,https://www.coupang.com/vp/products/6190454964?itemId=12214597973&vendorItemId=72452138389,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/7212034290525953-8c098e46-c8bd-41d4-8deb-07ea0569b0da.jpg
계란,5,2024-07-29 16:16:21,"곰곰 무항생제 신선한 왕란 30구, 1팩",10140,9990,1,구,333,,1%,로켓배송,24729,https://www.coupang.com/vp/products/7311127161?itemId=18730058952&vendorItemId=85862634174,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/123076081610037-db6638d2-a4e0-4cc8-a6a8-3760c52602ae.png
계란,6,2024-07-29 16:16:21,"곰곰 무항생제 신선한 특란, 30구, 1개",9990,9590,1,구,320,,4%,로켓배송,233282,https://www.coupang.com/vp/products/1271113288?itemId=2275793934&vendorItemId=70272921457,https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/338669665322720-4c27cf14-bd16-4419-88a3-09148c440962.jpg
계란,7,2024-07-29 16:16:21,"곰곰 1+등급 무항생제 특란, 10구, 1개",,3980,1,구,398,,,로켓배송,36170,https://www.coupang.com/vp/products/6512226336?itemId=14388904063&vendorItemId=81633174889,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2893355753045119-8a983496-13d9-4d31-a0a2-de8bd9001999.png
계란,8,2024-07-29 16:16:21,"자연애찬 동물복지 무항생제 자유방목 유정란 1번란, 30구, 1개",17970,16900,1,구,563,,5%,로켓배송,31617,https://www.coupang.com/vp/products/6122298140?itemId=11613371078&vendorItemId=78888050655,https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/647061021058410-74d8f05b-9f13-43d3-9c8d-f6a75c3ca8f1.jpg
계란,9,2024-07-29 16:16:21,"농협 동물복지 유정란, 30구, 1개",,11990,1,구,400,,,로켓배송,14862,https://www.coupang.com/vp/products/6400820940?itemId=13684351430&vendorItemId=80936041462,https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2022/03/16/11/6/f7abe821-a493-47a2-b273-159e21a4b383.jpg
계란,10,2024-07-29 16:16:21,"풀무원 무항생제 1등급 대란, 25구, 1개",14900,9730,1,구,389,,34%,로켓배송,2686,https://www.coupang.com/vp/products/7038147938?itemId=17396424922&vendorItemId=84565888646,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/945003951925669-6e4275a1-37cc-4e43-bbc1-051a21b12e14.jpg
고운 고춧가루,1,2024-07-29 16:16:22,"고추연구소 고운 고춧가루, 1kg, 1개",14100,13550,100,g,1355,13.55,3%,로켓배송,1211,https://www.coupang.com/vp/products/7186018382?itemId=18133090219&vendorItemId=75251184855,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/4456641877392473-1d580f02-378e-4f3b-9fae-8a1362e4661f.jpg
고운 고춧가루,2,2024-07-29 16:16:22,"곰곰 국물용 국산 고운 고춧가루 보통 매운맛, 120g, 1개",8900,7090,100,g,5908,59.08,20%,로켓배송,901,https://www.coupang.com/vp/products/6997508373?itemId=17148017510&vendorItemId=84320754972,https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/5910308885890713-79f3c58a-2484-4148-8651-a4905d14d6f2.jpg
